Establishment_id,Name,Category,Inspection_date,Inspection_results,City,State,Zip,Address_line_1,Address_line_2,Food_from_approved_source,Food_protected_from_contamination,Ill_workers_restricted,Proper_hand_washing,Cooling_time_and_temperature,Cold_holding_temperature,Hot_holding_temperature,Cooking_time_and_temperature,Reheating_time_and_temperature,Hot_and_cold_running_water_provided,Proper_sewage_disposal,No_bare_hand_contact,Adequate_hand_washing_facilities,Rodent_and_insects,Food_contact_surfaces_and_equipment,Inspection_type,Owner,Type,Location,Zip Codes
1812,COLLEGE PARK HOTEL & SUITES,Hotel,06/11/2018 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,9020 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,JAY JAVIN,Food Establishments,POINT (-76.93132 38.999999),15305
1835,DOMINO'S PIZZA 4649,Carry-out,09/27/2017 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,7312 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Monitoring,MARY LYNNE CARRAWAY,Food Establishments,POINT (-76.937981 38.979989),15305
1613,UMCP- QDOBA,College/University,11/05/2018 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20742,3972 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,Joseph Mullineaux,Food Establishments,POINT (-76.946923 38.98551),15306
1610,UMCP - STAMP UNION CATERING KITCHEN,College/University,04/29/2014 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Comprehensive,Joseph Mullineaux,Food Establishments,POINT (-76.948226 38.984828),15306
1594,UMCP - ADELE'S 1236,College/University,09/14/2012 12:00:00 AM,------,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,JOSEPH MULLINEAUX,Food Establishments,POINT (-76.948226 38.984828),15306
1433,SUBWAY,Fast Food,10/11/2018 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,7411 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Comprehensive,JATINDER BHULLER,Food Establishments,POINT (-76.937834 38.981191),15305
1609,UMCP - SOUTH CAMPUS DINING HALL,College/University,04/07/2015 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,JOSEPH MULLINEAUX,Food Establishments,POINT (-76.948226 38.984828),15306
1601,UMCP - ELLICOTT DINING HALL,College/University,11/18/2013 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Monitoring,JOSEPH MULLINEAUX,Food Establishments,POINT (-76.948226 38.984828),15306
1683,YUM'S EXPRESS,Carry-out,06/30/2017 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,4746 CHERRY HILL RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Food Complaint,CHENG ZHENG,Food Establishments,POINT (-76.928742 39.014955),15305
1732,DUNKIN DONUTS,Fast Food,06/07/2019 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,9701 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,EVANGELOS MOUTOUDIS,Food Establishments,POINT (-76.927621 39.014543),15305
1972,JIMMY JOHN'S,Fast Food,07/20/2016 12:00:00 AM,------,COLLEGE PARK,MD,20740,7410 BALTIMORE AVE,A,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,F CLARKE WILLIAMS,Food Establishments,POINT (-76.937977 38.98125),15305
2104,PAPA JOHNS 245,Carry-out,04/08/2015 12:00:00 AM,------,COLLEGE PARK,MD,20740,4509 COLLEGE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Monitoring,Annie Berkovicz,Food Establishments,POINT (-76.937072 38.981957),15305
1362,SHOPPERS FOOD 52050 (2366),Grocery Store,05/07/2018 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,4720 CHERRY HILL RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Food Complaint,CHAD FERGUSON,Food Establishments,POINT (-76.929323 39.01532),15305
2051,MCDONALDS 943,Fast Food,09/11/2015 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,6219 GREENBELT RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Food Complaint,DAVID RARDIN,Food Establishments,POINT (-76.905427 38.996749),15305
1606,UMCP - PANDA EXPRESS - SUSHI KIOSK 802,College/University,09/05/2012 12:00:00 AM,------,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,PEGGY CHERNG,Food Establishments,POINT (-76.948226 38.984828),15306
1316,SARKU JAPAN TERIYAKI & SUSHI EXPRESS,Full Service,03/02/2017 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,10280 BALTIMORE AVE,A,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,David BECKER,Food Establishments,POINT (-76.92378 39.023454),15305
1806,COLD STONE CREAMERY,Fast Food,01/14/2016 12:00:00 AM,------,COLLEGE PARK,MD,20740,7314 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Comprehensive,SADDA PALLAVI,Food Establishments,POINT (-76.937981 38.980019),15305
2139,POTBELLY SANDWICH WORKS,Fast Food,10/19/2018 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,10260 BALTIMORE AVE,H,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,BASYE MOSKOWITZ,Food Establishments,POINT (-76.924545 39.022579),15305
1352,SHANGHAI TOKYO CAFE,Full Service,04/20/2018 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,8300 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Single Foodborne Illness,ZHONG JIE CHEN,Food Establishments,POINT (-76.933236 38.992418),15305
1433,SUBWAY,Fast Food,05/01/2015 12:00:00 AM,------,COLLEGE PARK,MD,20740,7411 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,JATINDER BHULLER,Food Establishments,POINT (-76.937834 38.981191),15305
1608,UMCP - SBARRO'S,College/University,01/22/2015 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,Joseph Mullineaux,Food Establishments,POINT (-76.948226 38.984828),15306
1593,UMCP - 251 NORTH,College/University,05/16/2013 12:00:00 AM,------,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,Joseph Mullineaux,Food Establishments,POINT (-76.948226 38.984828),15306
2007,LOS AMIGOS LATIN MARKET,Grocery Store,02/13/2017 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,5003 GREENBELT RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,RAUL LUCERO,Food Establishments,POINT (-76.924501 38.998104),15305
2104,PAPA JOHNS 245,Carry-out,10/19/2012 12:00:00 AM,------,COLLEGE PARK,MD,20740,4509 COLLEGE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,Annie Berkovicz,Food Establishments,POINT (-76.937072 38.981957),15305
1355,SHEN YANG RESTAURANT,Full Service,02/18/2013 12:00:00 AM,------,COLLEGE PARK,MD,20740,9905 RHODE ISLAND AVE,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,MIN HUANG,Food Establishments,POINT (-76.920566 39.016438),15305
1635,WASABI BISTRO,Full Service,03/27/2019 12:00:00 AM,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,4505 COLLEGE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,SONNY LEE,Food Establishments,POINT (-76.937318 38.981986),15305
1146,PIZZA HUT 23538,Full Service,07/22/2016 12:00:00 AM,------,COLLEGE PARK,MD,20740,9015 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,DONALD HARTY,Food Establishments,POINT (-76.931327 38.999878),15305
1352,SHANGHAI TOKYO CAFE,Full Service,09/23/2016 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,8300 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Food Complaint,ZHONG JIE CHEN,Food Establishments,POINT (-76.933236 38.992418),15305
1387,BALKONIE RESTAURANT GROUP LLC,Full Service,02/22/2016 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,6323 GREENBELT RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Comprehensive,SIL MUDSI,Food Establishments,POINT (-76.902968 38.996357),15305
1611,UMCP - SUBWAY,College/University,06/25/2014 12:00:00 AM,------,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,JOSEPH MULLINEAUX,Food Establishments,POINT (-76.948226 38.984828),15306
1595,UMCP - APPLAUSE CAFE 8575,College/University,09/22/2015 12:00:00 AM,------,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,Joseph Mullineaux,Food Establishments,POINT (-76.948226 38.984828),15306
1929,HAMPTON INN COLLEGE PARK,Hotel,04/13/2016 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,9670 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,Mukesh Majmudar,Food Establishments,POINT (-76.92799 39.013538),15305
1612,UMCP - TACO BELL ENGINEERING,College/University,10/22/2018 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,Joseph Mullineaux,Food Establishments,POINT (-76.948226 38.984828),15306
2165,THE BOARD AND BREW,Full Service,09/13/2017 12:00:00 AM,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,8150 BALTIMORE AVE,F,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,Brian Mcclimens,Food Establishments,POINT (-76.933738 38.991271),15305
1603,UMCP - MARYLAND FOOD COLLECTIVE,College/University,11/15/2017 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,Johnson Cadet,Food Establishments,POINT (-76.948226 38.984828),15306
1304,SAKURA SEAFOOD BUFFET,Full Service,02/23/2017 12:00:00 AM,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,9031 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,ZHONG WANG,Food Establishments,POINT (-76.931224 39.000768),15305
1532,TEN REN'S TEA TIME,Full Service,10/20/2014 12:00:00 AM,------,COLLEGE PARK,MD,20740,7418 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,YAO-TSUNG LIU,Food Establishments,POINT (-76.937978 38.981327),15305
1596,UMCP - MD STADIUM TYSER TOWER PRESS BOX,College/University,10/15/2011 12:00:00 AM,------,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,JOSEPH MULLINEAUX,Food Establishments,POINT (-76.948226 38.984828),15306
1754,BOBBY'S BURGER PALACE,Full Service,04/18/2019 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,8150 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,LAURENCE KRETCHMER,Food Establishments,POINT (-76.933738 38.991271),15305
1606,UMCP - PANDA EXPRESS - SUSHI KIOSK 802,College/University,04/29/2014 12:00:00 AM,------,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,PEGGY CHERNG,Food Establishments,POINT (-76.948226 38.984828),15306
1606,UMCP - PANDA EXPRESS - SUSHI KIOSK 802,College/University,12/04/2014 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,PEGGY CHERNG,Food Establishments,POINT (-76.948226 38.984828),15306
2078,SOPHIA MARKET,Grocery Store,11/08/2016 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,5000 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Re-inspection,GLENDA SANCHEZ,Food Establishments,POINT (-76.920547 39.016083),15305
1906,PLAYA BOWLS,Full Service,04/09/2019 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,7417 BALTIMORE AVE,A,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,DUSTIN MUSHINSKI,Food Establishments,POINT (-76.937836 38.981617),15305
2155,RITA'S COLLEGE PARK,Ice Cream,04/23/2018 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,8900 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,THOMAS Clements Jr,Food Establishments,POINT (-76.93142 38.998785),15305
2138,POTBELLY SANDWICH WORKS,Fast Food,01/27/2015 12:00:00 AM,------,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Monitoring,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151),15305
1635,WASABI BISTRO,Full Service,01/25/2018 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,4505 COLLEGE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Comprehensive,SONNY LEE,Food Establishments,POINT (-76.937318 38.981986),15305
1598,UMCP - XFINITY CENTER - COMMISSARY,College/University,01/07/2018 12:00:00 AM,Compliance Schedule - Completed,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,Joseph Mullineaux,Food Establishments,POINT (-76.948226 38.984828),15306
1610,UMCP - STAMP UNION CATERING KITCHEN,College/University,11/16/2015 12:00:00 AM,------,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,Joseph Mullineaux,Food Establishments,POINT (-76.948226 38.984828),15306
1812,COLLEGE PARK HOTEL & SUITES,Hotel,02/10/2017 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,9020 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,JAY JAVIN,Food Establishments,POINT (-76.93132 38.999999),15305
1607,UMCP - SALADWORKS,College/University,12/14/2018 12:00:00 AM,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,DOO SEOK JANG,Food Establishments,POINT (-76.948226 38.984828),15306
1362,SHOPPERS FOOD 52050 (2366),Grocery Store,02/04/2015 12:00:00 AM,------,COLLEGE PARK,MD,20740,4720 CHERRY HILL RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,CHAD FERGUSON,Food Establishments,POINT (-76.929323 39.01532),15305
1152,PIZZA KINGDOM,Carry-out,04/17/2012 12:00:00 AM,------,COLLEGE PARK,MD,20740,4439 LEHIGH RD,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,ALI FARHAN,Food Establishments,POINT (-76.938604 38.981792),15305
1712,BOWLERO COLLEGE PARK,Snack Bar/Concession Stand,03/18/2014 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,9021 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,SHIRLEY PIERPONT,Food Establishments,POINT (-76.931329 38.999846),15305
1835,DOMINO'S PIZZA 4649,Carry-out,11/29/2011 12:00:00 AM,------,COLLEGE PARK,MD,20740,7312 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,MARY LYNNE CARRAWAY,Food Establishments,POINT (-76.937981 38.979989),15305
1593,UMCP - 251 NORTH,College/University,12/01/2015 12:00:00 AM,------,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,Joseph Mullineaux,Food Establishments,POINT (-76.948226 38.984828),15306
2051,MCDONALDS 943,Fast Food,02/11/2015 12:00:00 AM,------,COLLEGE PARK,MD,20740,6219 GREENBELT RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,DAVID RARDIN,Food Establishments,POINT (-76.905427 38.996749),15305
1732,DUNKIN DONUTS,Fast Food,09/02/2015 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,9701 BALTIMORE AVE,------,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,EVANGELOS MOUTOUDIS,Food Establishments,POINT (-76.927621 39.014543),15305
1906,PLAYA BOWLS,Full Service,01/06/2014 12:00:00 AM,Compliant - No Health Risk,COLLEGE PARK,MD,20740,7417 BALTIMORE AVE,A,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,DUSTIN MUSHINSKI,Food Establishments,POINT (-76.937836 38.981617),15305
1552,NU VEGAN CAFE & CATERING,Full Service,11/16/2017 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,8150 BALTIMORE AVE,E,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,VERNON & LYNN Woodland,Food Establishments,POINT (-76.933738 38.991271),15305
1972,JIMMY JOHN'S,Fast Food,11/09/2017 12:00:00 AM,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,7410 BALTIMORE AVE,A,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Change Of Ownership,F CLARKE WILLIAMS,Food Establishments,POINT (-76.937977 38.98125),15305
1607,UMCP - SALADWORKS,College/University,03/07/2016 12:00:00 AM,------,COLLEGE PARK,MD,20742,3841 CAMPUS DR,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,DOO SEOK JANG,Food Establishments,POINT (-76.948226 38.984828),15306
1121,PHO D'LITE,Full Service,11/05/2015 12:00:00 AM,------,COLLEGE PARK,MD,20740,8147 BALTIMORE AVE,A & B,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Food Complaint,JENNIFER YAU,Food Establishments,POINT (-76.93367 38.991425),15305
1157,PLATO'S DINER,N/A,02/11/2015 12:00:00 AM,Critical Violations observed,COLLEGE PARK,MD,20740,7150 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Monitoring,TONY AKARAS,Food Establishments,POINT (-76.937983 38.978263),15305
1123,PHO THOM RESTAURANT,Full Service,07/20/2016 12:00:00 AM,------,COLLEGE PARK,MD,20740,7313 BALTIMORE AVE,F,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,Ha Tran,Food Establishments,POINT (-76.93784 38.979746),15305
